Codigo,Descripcion,Precio,Marca_Codigo,Clasificacion_Codigo
TM870-W,Legrand Single Pole Switch,1.4168,BRD027,CLS001
TPTE1-W,Legrand Telephone Plate,1.8469,BRD027,CLS001
1597TRW,Legrand TR GFI,14.4716,BRD027,CLS001
R26USBAC6W,Legrand USB Outlet,35.68565,BRD027,CLS001
1597TRWRW,Legrand WR GFI,15.39505,BRD027,CLS001
PJ13-W,Leviton 1 Gang Blank Plate,0,BRD028,CLS001
PJ26-W,Leviton 1 Gang Plate,0,BRD028,CLS001
LB115-T,Leviton 115,0,BRD028,CLS001
LB115-DFT,Leviton 115AF/GFI,0,BRD028,CLS001
LB120-T,Leviton 120,0,BRD028,CLS001
LB120-DFT,Leviton 120AF/GFI,0,BRD028,CLS001
PJ23-W,Leviton 2 Gang Blank Plate,0,BRD028,CLS001
PJ262-W,Leviton 2 Gang Plate,0,BRD028,CLS001
LSPD2-TR,Leviton 2 Pole 20A Surge Breaker,0,BRD028,CLS001
LS820-BTD,Leviton 200A Meter Main Combo,0,BRD028,CLS001
T5020-W,Leviton 20A Single Outlet,0,BRD028,CLS001
LB220-T,Leviton 220,0,BRD028,CLS001
LB220-G,Leviton 220GFI,0,BRD028,CLS001
LB225-T,Leviton 225,0,BRD028,CLS001
LP422-LPD,Leviton 225A Main Lug Panel 42S,0,BRD028,CLS001
LB225-G,Leviton 225GFI,0,BRD028,CLS001
LB230-T,Leviton 230,0,BRD028,CLS001
LB230-G,Leviton 230GFI,0,BRD028,CLS001
LB235-T,Leviton 235,0,BRD028,CLS001
LB235-G,Leviton 235GFI,0,BRD028,CLS001
LB240-T,Leviton 240,0,BRD028,CLS001
LB240-G,Leviton 240GFI,0,BRD028,CLS001
LB245-T,Leviton 245,0,BRD028,CLS001
LB245-G,Leviton 245GFI,0,BRD028,CLS001
LB250-T,Leviton 250,0,BRD028,CLS001
LB250-G,Leviton 250GFI,0,BRD028,CLS001
LB260-T,Leviton 260,0,BRD028,CLS001
LB260-G,Leviton 260GFI,0,BRD028,CLS001
PJ263-W,Leviton 3 Gang Plate,0,BRD028,CLS001
5603-2W,Leviton 3 Way Switch,0,BRD028,CLS001
278-S00,Leviton 30A Flush Mount Outlet,0,BRD028,CLS001
PJ264-W,Leviton 4 Gang Plate,0,BRD028,CLS001
279-S00,Leviton 50A Flush Mount Outlet,0,BRD028,CLS001
55050-P00,Leviton 50A Surface Mount Outlet,0,BRD028,CLS001
VBTR1-1W,Leviton Decora Evolve 15 Amp Receptacle Base,0,BRD028,CLS001
VBCS1-1W,Leviton Decora Evolve Multiway Companion Switch Base,0,BRD028,CLS001
VBPS1-1W,Leviton Decora Evolve Multiway Primary Switch Base,0,BRD028,CLS001
VBSS1-1W,Leviton Decora Evolve Single-Pole Switch Base,0,BRD028,CLS001
T5325-W,Leviton Decora Outlet,0,BRD028,CLS001
4934,Leviton Dryer Plate,0,BRD028,CLS001
T5320-W,Leviton Duplex Outlet,0,BRD028,CLS001
W5320-TOW,Leviton Duplex Outlet WR,0,BRD028,CLS001
PJ8-W,Leviton Duplex Plate,0,BRD028,CLS001
DHS05-1LW,Leviton Fan Control Switch,34.5005474,BRD028,CLS001
LDC42,Leviton Panel Cover 42S,0,BRD028,CLS001
PJ7-W,Leviton Single Outlet Plate,0,BRD028,CLS001
5601-2W,Leviton Single Pole Switch,0,BRD028,CLS001
GFTR1-W,Leviton TR GFI,0,BRD028,CLS001
T5638-20W,Leviton USB Outlet,0,BRD028,CLS001
10174WH,Lighting Track,12.58675,BRD000,CLS002
10179,Lighting Track Diffuser,7.5647,BRD000,CLS002
EU2C M6,Lithonia Emergency Light,0,BRD029,CLS002
EXRG EL M6,Lithonia Red/Green Exit Light,0,BRD029,CLS002
C5EU2102,Logico CAT 5E,0,BRD030,CLS006
PPKG1WWH,Lutron Pico Dimmer Kit,63.25,BRD031,CLS006
PICO-WBX-ADAPT,Lutron Pico Remote Wall Bracket,10.15795,BRD031,CLS006
DVCL153PWH,Lutron Slide Dimmer,26.88125,BRD031,CLS006
MAKHR4002,"Makita 1 9/16"" Rotary Hammer",593.285,BRD032,CLS004
9052SWSN,Maxim 9052SWSN,111.32,BRD033,CLS006
9053SWSN,Maxim 9053SWSN,155.1143,BRD033,CLS006
9054SWSN,Maxim 9054SWSN,192.28,BRD033,CLS006
DISCO-60ANF,Metal 60A Non-Fused Disconnect,12.65,BRD000,CLS007
ANCHORS,Metal Anchor Kit Jar (50),14.5475,BRD000,CLS007
MFB-150D,"Metal Fan Box 1 1/2"" Deep",0,BRD000,CLS010
MFB-050D,"Metal Fan Box 1/2"" Deep",4.50256,BRD000,CLS010
U1252-X-HSP,Milbank 200A 2 Position Meter Can,0,BRD034,CLS001
S8324,Milbank Hub Adapter Plate,12.4223,BRD034,CLS001
MORTOR,Mortar Mix 60lb,11.06875,BRD000,CLS007
LED-FXBFD20/850/WH,NaturaLed Motion Flood Light,67.225895,BRD035,CLS002
No Service Keyless Pack,No Service Keyless Pack,0,BRD000,CLS007
NOOX,Noox-x Oxide Inhibitor,10.51215,BRD000,CLS007
BK115LWH,NuTone Chime Kit,18.3678,BRD036,CLS006
OL8701ORB,OL8701ORB,31.94125,BRD000,CLS007
1 Gang Plastic Shallow Box,Old Work Shallow Box,2.11,BRD000,CLS010
OS-1020,OS 1 Gang Cut-in Box,0.81614005,BRD000,CLS010
OS-B01R,OS 1 Gang Plastic Bracket Box,0.64515,BRD000,CLS010
OS-02R,OS 2 Gang Plastic Bracket Box,1.42945,BRD000,CLS010
OS-03DN,OS 3 Gang Plastic Bracket Box,4.868985,BRD000,CLS010
OS-04DN,OS 4 Gang Plastic Bracket Box,1.7963,BRD000,CLS010
OS-06N,OS Round Bar Hanger Box,1.8975,BRD000,CLS010
OS-05N,OS Round Nail on Box,0.87285,BRD000,CLS010
Overhead Extended Service (Siemens),Overhead Extended Service (Siemens),0,BRD048,CLS001
Overhead Extended Service (Square D),Overhead Extended Service (Square D),0,BRD049,CLS001
S1-18-W,P&S 1 Gang Cut-in Box,2.069793,BRD037,CLS003
P122-B,P&S 1 Gang Plastic Bracket Box 22 Cu in,1.02465,BRD037,CLS003
S1-22-S50,P&S 1 Gang Plastic Bracket Box 22 Cu In with QC Offset Bracket,2.19351,BRD037,CLS003
S2-32-W,P&S 2 Gang Cut-in Box,3.9974,BRD037,CLS003
S3-52-W,P&S 3 Gang Cut-In Box,8.48815,BRD037,CLS003
S3-54-S50AC,P&S 3 Gang Plastic Bracket Box 54 Cu in,3.776531,BRD037,CLS003
S4-68-S50AC,P&S 4 Gang Plastic Bracket Box 68 Cu in,5.5815595,BRD037,CLS003
S1-20-HAC,P&S Bar Hanger,4.1738675,BRD037,CLS003
C1-18-WAC,P&S Round Cut-in Box,4.180825,BRD037,CLS003
S1-20-RAC,P&S Round Nail On Box,1.661704,BRD037,CLS003
PD5SDVWH,Pico On/Off Master Switch,94.33105,BRD038,CLS006
PJ22BGWHL01,Pico Remote On/Off,23.9085,BRD038,CLS006
PT-4-14,Polaris Tap AWG 4-14,14.7499,BRD039,CLS006
PT-6-350,Polaris Tap AWG 6-350,17.79855,BRD039,CLS006
Pool Kit Collier,Pool Kit Collier,0,BRD000,CLS007
Pool with Metermain Kit,Pool with Metermain Kit,0,BRD000,CLS007
P730011-030-30,Progress 2' LED Wrap Light,62.73135,BRD040,CLS002
P4440-09,Progress 3 Bulb Dining Chandelier Brushed Nickel,62.70605,BRD040,CLS002
P2606-31,"Progress 36"" Fan Downrod Black",44.969485,BRD040,CLS002
P2606-09,"Progress 36"" Fan Downrod Brushed Nickel",44.969485,BRD040,CLS002
P730012-030-30,Progress 4' LED Wrap Light,85.6405,BRD040,CLS002
P810012-028-30,"Progress 5 1/2"" Surface Mount LED",13.06745,BRD040,CLS002
P4441-09,Progress 5 Bulb Dining Chandelier Brushed Nickel,81.9214,BRD040,CLS002
P807001-028-30,"Progress 6"" Led Wafer Light",0,BRD040,CLS002
P806N-N-MD-ICAT,"Progress 6"" New Construction Housing",10.4489,BRD040,CLS002
P810013-028-30,"Progress 7 1/4"" Surface Mount LED",18.323525,BRD040,CLS002
P700000-028-30,"Progress 9"" Under Cabinet Light",31.1696,BRD040,CLS002
p400298-163,progress island pendant chandaleer vintage brass,545,BRD040,CLS002
p5196-163,progress pendant light vintage brass,0,BRD040,CLS002
BROOM,Push Broom,31.94125,BRD000,CLS007
PVC-GLUE,PVC Glue,12.0428,BRD000,CLS008
QO1PA,QO 1 Pole Breaker Lock,3.4155,BRD000,CLS007
QOADV1PAF,QO 1 Pole Breaker Lock (New),15.87575,BRD000,CLS007
QO2100,QO 100,37.53255,BRD000,CLS007
QO115,QO 115,4.33895,BRD000,CLS007
QO115PCAFI,QO 115AF,44.94545,BRD000,CLS007
QO115PAFGF,QO 115AF/GFI,51.1313,BRD000,CLS007
QO120,QO 120,4.33895,BRD000,CLS007
QO120PCAFI,QO 120AF,44.94545,BRD000,CLS007
QO120PAFGF,QO 120AF/GFI,51.1313,BRD000,CLS007
QO1PL,QO 2 Pole Breaker Lock,3.4155,BRD000,CLS007
GFI2PA,QO 2 Pole GFI Breaker Lock,0,BRD000,CLS007
QDL22200,QO 200A Breaker (For 400A Meter/Main Combo),218.32635,BRD000,CLS007
QO220,QO 220,9.6646,BRD000,CLS007
QO220GFI,QO 220GFI,99.26455,BRD000,CLS007
QO225,QO 225,9.6646,BRD000,CLS007
QO230,QO 230,9.6646,BRD000,CLS007
QO230GFI,QO 230GFI,99.26455,BRD000,CLS007
QO235,QO 235,9.6646,BRD000,CLS007
QO240,QO 240,9.6646,BRD000,CLS007
QO240GFI,QO 240GFI,99.26455,BRD000,CLS007
QO245,QO 245,9.6646,BRD000,CLS007
QO250,QO 250,9.6646,BRD000,CLS007
QO250GFI,QO 250GFI,0,BRD000,CLS007
QO260,QO 260,9.6646,BRD000,CLS007
QO280,QO 280,31.8021,BRD000,CLS007
QO290,QO 290,31.8021,BRD000,CLS007
QO340,QO 3 Pole 40A Breaker,71.2195,BRD000,CLS007
PKSB1QOBF,QO Back Fed Barrier,4.77,BRD000,CLS007
QOCGK2C,QO Interlock Kit,35.20495,BRD000,CLS007
QO2175SB,QO Surge Breaker,84.4767,BRD000,CLS007
861,"Raco 1/2"" KO Handy Box Cover",0.816937,BRD041,CLS003
500,"Raco 2 1/2"" Deep Gangable",2.48783755,BRD041,CLS003
2691,"Raco 3/8"" 90 MC Connector",1.0252825,BRD041,CLS003
2191,"Raco 3/8"" MC Straight Connector",0.43572925,BRD041,CLS003
2081,"Raco 3/8"" MC Strap",0.158125,BRD041,CLS003
810C,Raco 30A/50A RS Cover,2.748592,BRD041,CLS003
203,"Raco 4"" Square Extension Ring",2.427282,BRD041,CLS003
185,"Raco 4"" Square Shallow Box",2.250603666,BRD041,CLS003
808C,Raco Decora RS Cover,1.87979,BRD041,CLS003
2611,"Raco MC 3/8"" Duplex Connector",1.193907,BRD041,CLS003
801C,Raco Single 20A RS Cover,2.027720588,BRD041,CLS003
WNREZK50WH,Radiant Easy 3 Way Dimmer Kit,97.9616,BRD042,CLS006
WNREZK10WH,Radiant Easy 3 Way Switch Kit,85.77965,BRD042,CLS006
WNREZK15WH,Radiant Easy Switched Outlet Kit,110.67485,BRD042,CLS006
ET-RD,Red Electrical Tape,0.8855,BRD000,CLS005
TAPE-STUCCO,Red Stucco Tape,8.08335,BRD000,CLS005
WNUT-R,Red Wire Nut,0.03543,BRD000,CLS009
NN14-50,"Regal 14"" Natural Cable Tie",0.0492085,BRD043,CLS007
RG6,RG6,0.09251,BRD000,CLS007
RG6-TC,RG6 Twist-on Connector,0.36685,BRD000,CLS007
8VR1P6-0EN0,Ring Video Doorbell,263.199695,BRD044,CLS006
BB-RND1G-5H-050,"Round Bell Box 5 Hole 1/2""",6.52335,BRD000,CLS010
GC 3020,RPP 30A 20' Generator Cord,77.165,BRD045,CLS006
GPWRB30,RPP 30A Power Inlet Box,48.07,BRD045,CLS006
GC 5020,RPP 50A 20' Generator Cord,242.88,BRD045,CLS006
GPWRB50,RPP 50A Power Inlet Box,70.84,BRD045,CLS006
WC CAT5E350YB,RPP CAT 5E,0,BRD045,CLS006
GFCI15STTR-WH,RPP TR GFI,13.2825,BRD045,CLS006
GFCI15STTRWR-WH,RPP WR GFI,15.18,BRD045,CLS006
A3684,Satco Candelabra Bulbs,0.69575,BRD046,CLS007
ENT 12200,"Scepter 1/2"" ENT",0.704099,BRD047,CLS005
8644,"Scepter 2"" 24"" Radius Sweep",33.054197,BRD047,CLS005
ENT 34100,"Scepter 3/4"" ENT",1.0169335,BRD047,CLS005
SCP-INVISO,Screwless Ceiling Plate,1.98845,BRD000,CLS011
CCLAYTE,SDS Max Clay Spade,126.5,BRD000,CLS007
GLOVES,Seamless Knit Gloves,4.41485,BRD000,CLS007
TOLL BROTHERS 55,SELBY RGH,0,BRD059,CLS002
SER-2-2-2-4-AL,SER 2-2-2-4 Aluminum,1.739375,BRD000,CLS007
SER 4-4-4-6-CU,SER 4-4-4-6 Copper,8.19667,BRD000,CLS007
SER-4/0-4/0-4/0-2/0-AL,SER 4/0-4/0-4/0-2/0,4.00459785,BRD000,CLS007
SF76-131 MUSHROOM DECO,SF76-131 MUSHROOM DECO,0,BRD000,CLS007
HB-150DSH,"Shallow Handy Box 1 1/2"" Deep",0,BRD000,CLS010
ECHS125,"Siemens 1 1/4"" Hub",11.42295,BRD048,CLS001
ECPLD1,Siemens 1 Pole Breaker Lock,4.4275,BRD048,CLS001
ECHS100,"Siemens 1"" Hub",0,BRD048,CLS001
Q115,Siemens 115,4.08595,BRD048,CLS001
QA115AFCN,Siemens 115AF,35.58445,BRD048,CLS001
Q115DFN,Siemens 115AF/GFI,41.7703,BRD048,CLS001
Q120,Siemens 120,4.08595,BRD048,CLS001
QA120AFCN,Siemens 120AF,35.58445,BRD048,CLS001
Q120DFN,Siemens 120AF/GFI,41.7703,BRD048,CLS001
QF120AN,Siemens 120GFI,41.15045,BRD048,CLS001
SNW1212L1125,Siemens 125A 12 Space Outdoor Main Lug Panel,76.19095,BRD048,CLS001
W0408ML1125,Siemens 125A 4 Space Outdoor Main Lug Panel,50.89095,BRD048,CLS001
Q2125,Siemens 125A Breaker,66.2354,BRD048,CLS001
QN2150H,Siemens 150A Breaker 22 KAIC,95.6087,BRD048,CLS001
ECHS250,"Siemens 2 1/2"" Hub",26.39549,BRD048,CLS001
ECPLD2,Siemens 2 Pole Breaker Lock,6.48945,BRD048,CLS001
ECHS200,"Siemens 2"" Hub",16.445,BRD048,CLS001
PNW0816L1200TC,Siemens 200A 8 Space Outdoor Main Lug Panel,123.57532,BRD048,CLS001
MBK200A,Siemens 200A Main Breaker,64.6921,BRD048,CLS001
W0202MB1200CU,Siemens 200A Main Breaker Enclosure,169.3582,BRD048,CLS001
PN4040L1200C,Siemens 200A Main Lug Panel 40S/40C,106.0829,BRD048,CLS001
MC0816B1200RTH,Siemens 200A Meter Main Combo,206.71365,BRD048,CLS001
MC0816B1200RCT,Siemens 200A Meter Main Combo (Vertical),261.855,BRD048,CLS001
QN2200,Siemens 200A Plug On Breaker 10KAIC,55.5082,BRD048,CLS001
QN2200H,Siemens 200A Plug On Breaker 22KAIC,95.6087,BRD048,CLS001
Q215,Siemens 215,8.18455,BRD048,CLS001
QF215A,Siemens 215GFI,84.9068,BRD048,CLS001
Q220,Siemens 220,8.18455,BRD048,CLS001
QF220A,Siemens 220GFI,84.9068,BRD048,CLS001
Q225,Siemens 225,8.18455,BRD048,CLS001
PN4264L1225C,Siemens 225A Main Lug Panel 42S/64C,116.6583,BRD048,CLS001
PN5482L1225C,Siemens 225A Main Lug Panel 54S/82C (New),301.61395,BRD048,CLS001
QF225A,Siemens 225GFI,84.9068,BRD048,CLS001
Q230,Siemens 230,8.18455,BRD048,CLS001
QF230A,Siemens 230GFI,84.9068,BRD048,CLS001
Q235,Siemens 235,8.18455,BRD048,CLS001
QF235A,Siemens 235GFI,84.9068,BRD048,CLS001
Q240,Siemens 240,8.18455,BRD048,CLS001
QF240A,Siemens 240GFI,84.9068,BRD048,CLS001
Q245,Siemens 245,8.18455,BRD048,CLS001
QF245A,Siemens 245GFI,84.9068,BRD048,CLS001
Q250,Siemens 250,8.18455,BRD048,CLS001
QF250A,Siemens 250GFI,84.9068,BRD048,CLS001
Q260,Siemens 260,8.18455,BRD048,CLS001
QF260A,Siemens 260GFI,84.9068,BRD048,CLS001
Q270,Siemens 270,24.4651,BRD048,CLS001
Q280,Siemens 280,33.28215,BRD048,CLS001
Q290,Siemens 290,33.28215,BRD048,CLS001
GNF322RA,Siemens 3 Phase 60A Safety Switch,149.58625,BRD048,CLS001
WPK4312RJ,Siemens 3 Stack Meter,1355.83965,BRD048,CLS001
MC0816B1400RLTM,Siemens 400A Meter Main Combo,598.56005,BRD048,CLS001
WP6612RJ,Siemens 6 Stack Meter,0,BRD048,CLS001
WN2060,Siemens 60A Non-Fused Disconnect,11.87835,BRD048,CLS001
ECQF3,Siemens Filler Plate,3.70645,BRD048,CLS001
ECSBPK03,Siemens Interlock Kit,119.68165,BRD048,CLS001
ECSBPK05,Siemens Interlock Kit for Meter Main Combo,0,BRD048,CLS001
SIEMENS LABEL,Siemens Panel Label,0,BRD048,CLS001
Sikaflex-1A,Sikaflex Black Polyurethane Sealent,12.03015,BRD000,CLS008
K1540L,Single Teardrop Lug for 320A,0,BRD000,CLS007
TOLL BROTHERS 200,SOLANA RGH,0,BRD000,CLS007
DIV-04008,Southwire 4 Gang Plastic Box 74 Cu in,0,BRD000,CLS009
B125,"Square D 1 1/4"" Hub",8.76645,BRD049,CLS001
SQWS140001WH,Square D 1 Gang Blank Plate,0.2024,BRD049,CLS001
SQWS141001WH,Square D 1 Gang Plate,0.2024,BRD049,CLS001
QOM2150MVH,Square D 150A Main Breaker,218.0354,BRD049,CLS001
SQWS140002WH,Square D 2 Gang Blank Plate,0.44275,BRD049,CLS001
SQWS141002WH,Square D 2 Gang Plate,0.51865,BRD049,CLS001
B200,"Square D 2"" Hub",21.13815,BRD049,CLS001
QBL22200,Square D 200A Breaker (For Q22200NRB),105.5263,BRD049,CLS001
Q2200MRBE,Square D 200A Disconnect (With Internal Breaker),211.7863,BRD049,CLS001
QOM2200VH,Square D 200A Main Breaker,63.3512,BRD049,CLS001
QC816F200C,Square D 200A Meter Main Combo,173.2544,BRD049,CLS001
SQR42201WH,Square D 20A Duplex Outlet,3.0107,BRD049,CLS001
QO142L225PG,Square D 225A Main Panel,65.6788,BRD049,CLS001
QOM22225NRB,Square D 225A Outdoor Breaker Enclosure,120.7822,BRD049,CLS001
SQWS141003WH,Square D 3 Gang Plate,0.6072,BRD049,CLS001
MPR43200,Square D 3 Stack Meter,469.8463,BRD049,CLS001
SQR14130XX,Square D 3 Way Switch,1.5686,BRD049,CLS001
SQR46301BK,Square D 30A Dryer Outlet,4.41485,BRD049,CLS001
SQWS141004WH,Square D 4 Gang Plate,0.82225,BRD049,CLS001
MPR64200,Square D 4 Stack Meter,611.46305,BRD049,CLS001
PK4GTA,Square D 4 Terminal Ground Bar Kit,2.71975,BRD049,CLS001
SQR-14-141-XX,Square D 4 Way Switch,4.4781,BRD049,CLS001
D225NR,Square D 400A Fused Disconnect Nema 3R,0,BRD049,CLS001
QU12L400SL,Square D 400A Meter Main Combo,814.52085,BRD049,CLS001
SQWS141005WH,Square D 5 Gang Plate,1.4927,BRD049,CLS001
SQR46501BK,Square D 50A Flush Mount Outlet,4.66785,BRD049,CLS001
QO816L100RB,Square D 8 Space 100A Sub Panel,60.20135,BRD049,CLS001
PK9GTA,Square D 9 Terminal Ground Bar Kit,3.37755,BRD049,CLS001
QOFP,Square D Breaker Blank Plate,1.1385,BRD049,CLS001
SQR87C01WH,Square D Cable Outlet,1.2397,BRD049,CLS001
SQR44103WH,Square D Decora Outlet,1.6445,BRD049,CLS001
SQWS461011WH,Square D Dryer Plate,0.6325,BRD049,CLS001
SQR-42-103-WH,Square D Duplex Outlet,0.89815,BRD049,CLS001
SQWS-42-2011-WH,Square D Duplex Plate,0.2024,BRD049,CLS001
PKOGTA2,Square D Ground Lug Kit (2/0 AWG),0,BRD049,CLS001
CMELK4,Square D High Amperage Feed Lug Kit (For 400A Meter/Main Combo),34.31945,BRD049,CLS001
Q22200NRB,Square D Outdoor Breaker Enclosure,99.9856,BRD049,CLS001
QOC42UF,Square D Panel Cover,20.3665,BRD049,CLS001
4020513002K,Square D Panel Screw,0.65274,BRD049,CLS001
SQWS-83-211-XX,Square D Single Gang Bubble Cover,5.65455,BRD049,CLS001
SQWS422001WH,Square D Single Outlet Plate,0.49335,BRD049,CLS001
SQR-14-103-WH,Square D Single Pole Switch,1.12585,BRD049,CLS001
SQR16100WH,Square D Switch Faceplate,0.240603,BRD049,CLS001
SQR87T01WH,Square D Telephone Outlet,1.1891,BRD049,CLS001
SQR51101WH,Square D TR GFI,12.9789,BRD049,CLS001
SQR-87-CT-1-WH,Square D TV/Telephone Outlet,3.32695,BRD049,CLS001
SQR55141WH,Square D USB Outlet,24.0097,BRD049,CLS001
SQR51103WH,Square D WR GFI,13.2066,BRD049,CLS001
Standard ABB Well Kit,Standard ABB Well Kit,0,BRD001,CLS001
Standard Leviton Well Kit,Standard Leviton Well Kit,0,BRD028,CLS001
P3410-30,Standard Mushroom Light,19.62015,BRD000,CLS002
Standard Siemens Well Kit,Standard Siemens Well Kit,0,BRD048,CLS001
Standard Square D Well Kit,Standard Square D Well Kit,0,BRD049,CLS001
STUD,Stud Punch,253,BRD000,CLS007
UAT437-XGF,Talon 200A Meter Socket,0,BRD050,CLS001
CSRT25DWT,Tamlite 24v 25w Driver,120.175,BRD051,CLS002
TRRRT70DWT,Tamlite 24v 70w Driver,129.03,BRD051,CLS002
CSRT96DWT,Tamlite 24v 96w Driver,136.62,BRD051,CLS002
IC104AT,"Tamlite 4"" New Construction Housing",12.65,BRD051,CLS002
CLY4-5CCTA/WH,"Tamlite 4"" Round Slim Disk Wafer 5CCT",16.445,BRD051,CLS002
CLY4SQ-5CCTA/WH,"Tamlite 4"" Slim Square Wafer CCT",25.3,BRD051,CLS002
IC206ATQ,"Tamlite 6"" New Construction Housing",8.349,BRD051,CLS002
CLY6-5CCTA/WH,"Tamlite 6"" Round Slim Disk Wafer 5CCT",16.445,BRD051,CLS002
CLY6SQ-5CCTA/WH,"Tamlite 6"" Slim Square Wafer CCT",26.565,BRD051,CLS002
CMS2180WH,Tamlite LED Motion Flood Light,63.56625,BRD051,CLS002
WNUT-T,Tan Wire Nut,0,BRD000,CLS009
TAP-025-125,"Tapcon 1/4"" x 1 1/4"" (100)",0.08463,BRD000,CLS007
TAP-025-275,"Tapcon 1/4"" x 2 3/4"" (100)",0,BRD000,CLS007
Tape Light With Tracks,Tape Light With Tracks,0,BRD000,CLS002
TLTB-TT-1,Tape to Tape Terminal Block,2.024,BRD000,CLS005
TLTB-TW-1,Tape to Wire Terminal Block,2.024,BRD000,CLS009
THHN-8-STR-BLK-500,THHN-8-STR-BLK-500,0.4556,BRD000,CLS009
TIEWIRE,Tie Wire,0,BRD000,CLS009
229915,Tite Bond Gray Sealant,7.40025,BRD000,CLS005
909,"Topaz 1 1/2"" x 1 1/4"" Reducing Washer",0.3409175,BRD052,CLS005
902,"Topaz 1"" x 3/4"" Reducing Washer",0.18975,BRD052,CLS005
KO50,"Topaz 1/2"" KO Seal",0.492338,BRD052,CLS005
913,"Topaz 2"" x 1 1/4"" Reducing Washer",0.6252895,BRD052,CLS005
926,"Topaz 3"" x 2"" Reducing Washer",1.2805595,BRD052,CLS005
900,"Topaz 3/4"" x 1/2"" Reducing Washer",0.0765325,BRD052,CLS005
RR205WWR,Trade Select 250v 20A Single Outlet WR,5.0347,BRD053,CLS006
RF406ALU,Trade Select Aluminum Floor Outlet,46.79235,BRD053,CLS006
RF406BR,Trade Select Brass Floor Outlet,53.8131,BRD053,CLS006
RF400,Trade Select Plastic Floor Box,12.86758,BRD053,CLS006
TRENCHSHOVEL,Trenching Shovel,41.70705,BRD000,CLS007
1057 BLUE HERON DR.,TRI TOWN,0,BRD000,CLS007
Tru-Fuel 6525638,Tru-Fuel 50/1 32OZ,10.38565,BRD058,CLS007
Copy of Upgraded Siemens Well kit,Upgraded Siemens Well kit,0,BRD048,CLS001
Upgraded Siemens Well kit,Upgraded Siemens Well kit,0,BRD048,CLS001
Upgraded Square D Well kit,Upgraded Square D Well kit,0,BRD049,CLS001
V6ICNWG,"Vulite 6"" New Construction Housing",8.76645,BRD054,CLS002
TREMCO-960712323,Vulkem Gray Caulk,7.45085,BRD055,CLS005
ET-WH,White Electrical Tape,0.8855,BRD000,CLS005
HARDHAT,White Hard Hat,11.75185,BRD000,CLS007
24738 marin,white small box,0,BRD000,CLS010
24786 marin,white small box,0,BRD000,CLS010
24889 marin,white small box,0,BRD000,CLS010
25007 surf,white small box,0,BRD000,CLS010
WLUBE,Wire Lube,11.06875,BRD000,CLS009
WNUT-Y,Yellow Wire Nut,0.02816,BRD000,CLS009
